ObjectiveValue	k1	k2	k3
83.9893	0.311036	0.462396	0.0198618
61.7003	0.591009	0.472451	0.0555385
60.1042	0.503433	0.490498	0.0523009
60.0894	0.453916	0.449816	0.0623036
59.7067	0.445592	0.440604	0.0494916
59.5815	0.454717	0.490826	0.0596051
59.5212	0.480038	0.456584	0.0511324
59.465	0.503191	0.464716	0.0575724
59.2595	0.470588	0.479485	0.0602999
59.21	0.474739	0.469756	0.0574398
59.2086	0.476769	0.472441	0.0578849
59.2084	0.47553	0.472166	0.057908
59.2083	0.475443	0.471823	0.0577572
59.2083	0.475432	0.471732	0.057772
59.2083	0.475387	0.47195	0.057806
59.2083	0.475486	0.471844	0.0577939
59.2083	0.475544	0.471953	0.0578127
59.2083	0.475543	0.471953	0.0578122
59.2083	0.475533	0.471945	0.0578123
59.2083	0.475539	0.471951	0.0578122
59.2083	0.475529	0.471945	0.0578123
59.2083	0.475526	0.47195	0.0578121
59.2083	0.475525	0.471948	0.0578121
59.2083	0.47553	0.471946	0.0578106
59.2083	0.475528	0.471949	0.0578121
59.2083	0.475532	0.471947	0.0578111
59.2083	0.475528	0.471949	0.0578121
59.2083	0.475525	0.471947	0.0578117
59.2083	0.475527	0.471947	0.0578113
59.2083	0.475526	0.471947	0.0578111
59.2083	0.475529	0.471946	0.057811
59.2083	0.475528	0.471947	0.0578109
59.2083	0.475529	0.471946	0.0578111
59.2083	0.475528	0.471946	0.0578111
5929.31	10	0.0001	10
341.953	0.000303963	9.62947	0.0212969
301.497	0.00150992	0.00698765	0.10286
295.288	0.272726	0.104976	0.000482177
210.672	0.0898298	0.321098	7.38717
170.803	1.72556	0.368335	0.0293305
160.817	0.209515	1.71693	4.26913
145.017	0.199484	1.21526	3.9926
136.799	0.272916	1.36428	2.45895
133.52	0.396534	2.07003	4.65391
132.512	0.338013	1.52878	0.574529
132.308	0.521738	2.31899	5.11492
126.3	0.621362	2.29788	1.37567
117.804	1.121	1.69783	0.53588
112.251	1.10219	1.84831	0.344452
111.822	1.01622	1.86775	0.495261
111.299	1.26837	1.85167	0.456714
110.34	0.99159	1.77876	0.369706
105.986	1.08557	1.43705	0.249609
96.2115	1.06908	0.901151	0.11945
83.3456	0.513193	0.811657	0.182526
72.0532	0.596189	0.721181	0.124909
59.2185	0.476324	0.476628	0.0590702
59.2142	0.478012	0.474939	0.0588346
59.2117	0.474268	0.471767	0.0583384
59.2113	0.47177	0.471703	0.0577594
59.2097	0.477864	0.471954	0.0579173
59.2088	0.477161	0.472604	0.057906
59.2084	0.475825	0.472127	0.0579179
59.2084	0.476033	0.472149	0.0578988
59.2084	0.475536	0.471934	0.0578696
59.2083	0.475631	0.472	0.0578333
59.2083	0.475402	0.471926	0.0578191
59.2083	0.475436	0.471974	0.05781
59.2083	0.475512	0.471985	0.0578194
59.2083	0.475521	0.47199	0.057817
59.2083	0.475544	0.471973	0.0578141
59.2083	0.475586	0.471987	0.0578239
59.2083	0.47555	0.471942	0.0578118
59.2083	0.475526	0.47194	0.057812
5929.31	10	0.0001	10
309.422	0.000969693	0.00115157	0.0181902
294.226	0.0142828	0.535742	0.0299637
225.024	0.0580973	0.772676	0.150179
102.647	0.379154	0.867085	0.074406
79.3346	0.866883	0.549452	0.0897674
60.601	0.51393	0.512422	0.0747332
60.2794	0.53362	0.528291	0.0664797
60.1412	0.53249	0.523032	0.0668589
59.5793	0.437478	0.461398	0.0594145
59.569	0.493882	0.497515	0.0662484
59.479	0.478508	0.496236	0.0646096
59.381	0.465107	0.485308	0.0582095
59.32	0.455152	0.470429	0.0592589
59.217	0.475443	0.472773	0.0570508
59.2097	0.474838	0.471138	0.0580106
59.2087	0.474735	0.471246	0.0575583
59.2084	0.47628	0.47216	0.0578561
59.2084	0.475225	0.471584	0.0576922
59.2084	0.475888	0.47172	0.0577789
59.2084	0.475421	0.471603	0.0576992
59.2084	0.47509	0.471903	0.0577962
59.2083	0.475483	0.471876	0.0577851
59.2083	0.475404	0.47195	0.0578169
59.2083	0.475584	0.47197	0.0577996
59.2083	0.475451	0.471863	0.0577975
59.2083	0.475553	0.471967	0.0578214
59.2083	0.475511	0.471941	0.0578093
59.2083	0.475544	0.471954	0.0578119
59.2083	0.47551	0.471941	0.0578108
59.2083	0.475517	0.471941	0.0578106
59.2083	0.475524	0.471944	0.0578104
59.2083	0.47553	0.471946	0.0578113
59.2083	0.47555	0.471945	0.0578117
59.2083	0.475528	0.471946	0.057811
59.2083	0.475538	0.471945	0.0578112
5929.31	10	0.0001	10
3613.75	1.09329	0.00682493	0.000170032
178.564	9.59157	4.6382	0.428352
156.461	0.671026	1.44995	0.0669362
146.553	2.25714	0.845404	0.190079
135.141	2.87291	1.34171	0.138014
85.3072	0.401737	0.317638	0.0595232
75.937	0.804067	0.499407	0.0784291
73.0014	0.729651	0.502623	0.0848754
66.877	0.396309	0.424015	0.0751775
65.4413	0.578182	0.630217	0.0777294
62.2896	0.491926	0.576227	0.0786192
61.6789	0.396047	0.449311	0.0445898
60.2978	0.410786	0.47308	0.058137
59.9819	0.423531	0.469327	0.0541548
59.7688	0.449833	0.485332	0.055405
59.2218	0.467341	0.468549	0.0576405
59.215	0.477064	0.468854	0.0569904
59.2119	0.478406	0.472516	0.0583299
59.2116	0.477944	0.470541	0.0576833
59.2107	0.474638	0.472455	0.0574693
59.2093	0.477328	0.471633	0.0576686
59.2084	0.475625	0.472256	0.0578535
59.2083	0.475656	0.471856	0.0578118
59.2083	0.475512	0.472116	0.0578405
59.2083	0.475751	0.472074	0.0578393
59.2083	0.475713	0.472076	0.0578382
59.2083	0.475644	0.471974	0.0578368
59.2083	0.47555	0.472062	0.0578394
59.2083	0.475654	0.47205	0.0578347
59.2083	0.475558	0.472047	0.0578392
59.2083	0.475573	0.472056	0.057824
59.2083	0.475553	0.472019	0.0578391
59.2083	0.475657	0.471986	0.0578237
59.2083	0.475631	0.471931	0.057801
59.2083	0.475636	0.471973	0.0578104
59.2083	0.475534	0.471994	0.0578138
59.2083	0.475516	0.471942	0.0578064
59.2083	0.475523	0.471942	0.0578113
59.2083	0.475527	0.471943	0.057811
59.2083	0.475526	0.471944	0.0578107
59.2083	0.475525	0.471945	0.0578109
59.2083	0.475526	0.471945	0.0578106
59.2083	0.475527	0.471944	0.0578108
59.2083	0.475525	0.471944	0.0578108
59.2083	0.475528	0.471944	0.0578109
59.2083	0.475526	0.471944	0.0578109
5929.31	10	0.0001	10
2405.44	0.058901	0.00410091	0.0291071
179.304	1.26516	0.777904	0.00660539
124.167	0.842075	2.7148	0.922451
116.941	0.352765	0.217776	0.0308389
108.899	0.824499	0.563787	0.0161549
72.9248	0.333762	0.311861	0.041299
61.3076	0.403147	0.489469	0.0562838
60.7225	0.486251	0.532316	0.0755732
59.5723	0.478002	0.501379	0.0653823
59.3678	0.499959	0.468215	0.0567067
59.3437	0.480302	0.487613	0.0628595
59.216	0.481209	0.475604	0.0586356
59.213	0.478325	0.47493	0.0586881
59.2095	0.475366	0.473348	0.0578835
59.2091	0.475129	0.472422	0.0581309
59.2084	0.475846	0.472453	0.0578846
59.2084	0.475804	0.472228	0.0578107
59.2084	0.475869	0.471827	0.0578118
59.2084	0.47585	0.47223	0.0578968
59.2084	0.475891	0.471993	0.0577794
59.2083	0.475462	0.472002	0.0577865
59.2083	0.47546	0.471835	0.0578068
59.2083	0.475681	0.47195	0.0578011
59.2083	0.475561	0.471865	0.0577898
59.2083	0.475571	0.471897	0.0577986
59.2083	0.475515	0.471898	0.0577949
59.2083	0.475517	0.471895	0.0577946
59.2083	0.475519	0.471913	0.0577969
59.2083	0.475497	0.471917	0.0577976
59.2083	0.475489	0.471899	0.0578006
59.2083	0.475541	0.471932	0.0578106
59.2083	0.475516	0.471922	0.0578084
59.2083	0.475513	0.471929	0.0578092
59.2083	0.475527	0.47195	0.0578095
59.2083	0.475522	0.471935	0.0578103
59.2083	0.475524	0.471938	0.0578111
59.2083	0.475522	0.471938	0.057809
59.2083	0.475523	0.471946	0.0578103
59.2083	0.475528	0.471945	0.0578111
59.2083	0.475527	0.471945	0.0578106
59.2083	0.475526	0.471945	0.0578107
59.2083	0.47553	0.471947	0.0578112
59.2083	0.475529	0.471947	0.0578114
59.2083	0.475527	0.471945	0.0578107
59.2083	0.475528	0.471946	0.057811
59.2083	0.475529	0.471946	0.0578119
59.2083	0.475528	0.471946	0.0578107
59.2083	0.475528	0.471946	0.0578119
59.2083	0.475527	0.471945	0.0578108
59.2083	0.475526	0.471946	0.0578098
5929.31	10	0.0001	10
1034.11	3.33837	0.062845	0.000611504
251.167	0.0112657	0.0962381	0.00414373
218.547	0.183382	2.84297	2.9168
121.78	0.298365	0.526739	0.000183354
84.4116	0.818463	0.813968	0.157285
83.3092	0.325167	0.565411	0.137105
76.2081	0.671855	0.785843	0.104999
68.4572	0.336746	0.512529	0.0825719
68.2532	0.606924	0.402286	0.0386965
65.5741	0.466535	0.614723	0.0937138
65.1674	0.677587	0.561016	0.0712373
62.1992	0.585733	0.549612	0.0631043
59.3993	0.475775	0.474932	0.0540765
59.2447	0.484203	0.479195	0.0602224
59.2422	0.483443	0.473657	0.0595175
59.2131	0.473091	0.47404	0.0583543
59.2118	0.474839	0.474039	0.0585193
59.2093	0.476269	0.473635	0.0581166
59.2092	0.476211	0.473472	0.0579885
59.2086	0.476048	0.472602	0.0580453
59.2085	0.474619	0.471917	0.057789
59.2085	0.475703	0.472447	0.0579668
59.2085	0.475181	0.47209	0.0579282
59.2085	0.474901	0.471987	0.057772
59.2084	0.475256	0.472231	0.0579279
59.2084	0.475277	0.472097	0.0578022
59.2083	0.475606	0.471992	0.0578004
59.2083	0.475457	0.472021	0.057828
59.2083	0.475473	0.471908	0.0578074
59.2083	0.475499	0.471965	0.0578171
59.2083	0.475539	0.47195	0.0578126
59.2083	0.475529	0.471948	0.0578082
59.2083	0.47552	0.471949	0.0578087
59.2083	0.475522	0.471948	0.0578107
59.2083	0.47552	0.471947	0.0578109
59.2083	0.475518	0.471946	0.057811
59.2083	0.475531	0.471946	0.0578129
5929.31	10	0.0001	10
465.235	2.45159	1.17157	0.87354
279.635	0.0128708	0.278698	0.000257902
125.04	0.190202	0.411348	0.00067473
113.734	5.76204	2.08916	0.384815
113.089	6.56332	1.32456	0.215156
111.91	4.94335	1.57134	0.281912
103.782	1.19135	1.14219	0.226905
97.4398	0.642373	0.964347	0.265194
84.8564	0.654387	0.673442	0.161152
67.6915	0.437807	0.632557	0.0914969
65.5781	0.454203	0.569098	0.0554323
62.8978	0.518489	0.590255	0.0841781
61.069	0.494197	0.448993	0.0651218
61.0164	0.477524	0.538812	0.076388
60.3537	0.55618	0.506369	0.0657945
59.9862	0.469902	0.515872	0.0664827
59.3923	0.450873	0.471976	0.0560505
59.3692	0.481485	0.481587	0.0631141
59.3624	0.467883	0.479184	0.0559052
59.3314	0.454737	0.456411	0.0564143
59.2202	0.475836	0.467591	0.0564814
59.2178	0.475306	0.469579	0.0582457
59.2113	0.475893	0.472417	0.0584256
59.2106	0.475363	0.469556	0.0574119
59.2106	0.472267	0.470596	0.0577898
59.2101	0.473234	0.469864	0.0573901
59.2088	0.475106	0.470767	0.0576259
59.2087	0.475932	0.472282	0.0576744
59.2086	0.47604	0.47145	0.0577711
59.2085	0.476018	0.471954	0.0577003
59.2084	0.475996	0.471772	0.0578233
59.2084	0.475205	0.472233	0.0578323
59.2084	0.475017	0.471904	0.057793
59.2083	0.47571	0.472039	0.0578602
59.2083	0.475659	0.472095	0.0578106
59.2083	0.475763	0.471987	0.0578078
59.2083	0.475554	0.471869	0.0577856
59.2083	0.475534	0.472036	0.0578201
59.2083	0.475563	0.471987	0.0578248
59.2083	0.475583	0.471997	0.0578172
59.2083	0.475488	0.471915	0.0578029
59.2083	0.475536	0.471945	0.0578156
59.2083	0.475537	0.471945	0.0578109
59.2083	0.475531	0.471943	0.0578112
59.2083	0.47553	0.471945	0.0578111
59.2083	0.475526	0.471945	0.0578107
59.2083	0.475526	0.47195	0.0578071
59.2083	0.475564	0.471955	0.0578078
59.2083	0.475531	0.47195	0.0578094
59.2083	0.475524	0.47195	0.0578141
5929.31	10	0.0001	10
145.467	0.231914	0.176829	0.00013155
134.075	0.557467	1.1209	0.577147
111.484	0.19561	0.369108	0.00443267
89.3847	0.192068	0.389773	0.0653174
67.1041	0.538216	0.626723	0.108709
64.9793	0.386914	0.524314	0.0545009
61.1764	0.58166	0.485686	0.0626716
60.4066	0.524789	0.504799	0.0719423
60.1694	0.482853	0.52442	0.064237
59.9249	0.50243	0.446311	0.0557004
59.3321	0.470071	0.471741	0.054476
59.2461	0.477818	0.481819	0.0600894
59.2292	0.465636	0.470103	0.057123
59.2285	0.479407	0.478691	0.0596757
59.2164	0.470838	0.468567	0.0567592
59.2157	0.472651	0.467882	0.0567199
59.2152	0.473453	0.473157	0.0573691
59.2128	0.472066	0.468455	0.0573018
59.2108	0.471975	0.471434	0.0577565
59.2107	0.476008	0.471446	0.0572656
59.2102	0.472452	0.471619	0.0577777
59.2092	0.474498	0.472756	0.0578372
59.2092	0.474497	0.47192	0.0580692
59.2089	0.474404	0.471924	0.0579748
59.2087	0.475912	0.471273	0.0577979
59.2087	0.47443	0.470946	0.0576259
59.2086	0.475188	0.472651	0.0579477
59.2085	0.474778	0.471404	0.057654
59.2085	0.474723	0.47192	0.0578516
59.2085	0.474903	0.471504	0.0576676
59.2084	0.475173	0.471667	0.0577171
59.2083	0.475733	0.471888	0.0577724
59.2083	0.475488	0.471811	0.0577522
59.2083	0.475398	0.471757	0.0577998
59.2083	0.47573	0.472012	0.0578282
59.2083	0.475446	0.471838	0.0577782
59.2083	0.475407	0.471904	0.0577956
59.2083	0.475483	0.471893	0.0578109
59.2083	0.475628	0.47198	0.0578116
59.2083	0.475423	0.471923	0.0578104
59.2083	0.475497	0.471971	0.0578222
59.2083	0.475537	0.471942	0.0578186
59.2083	0.475536	0.47191	0.0578077
59.2083	0.475483	0.471907	0.057804
59.2083	0.475526	0.471928	0.057808
59.2083	0.475524	0.471933	0.0578077
59.2083	0.475524	0.471929	0.0578084
59.2083	0.475524	0.471933	0.0578094
5929.31	10	0.0001	10
1151.23	0.137428	0.108883	1.40487
299.127	0.00179139	0.00458403	0.332641
289.572	0.0461747	1.30415	0.000560585
261.715	0.0588013	0.93247	0.000604721
180.211	0.0618987	0.410533	5.60743
154.187	2.97157	0.976687	0.0814016
143.103	2.48159	0.921962	0.0946435
141.256	0.304897	1.06609	1.26079
134.043	0.424701	1.91839	5.55416
133.899	0.34772	1.73485	2.04459
117.778	1.61511	0.803667	0.127255
87.9043	0.632426	0.981434	0.144493
84.7693	0.234545	0.312304	0.0563898
81.1679	0.369072	0.290335	0.0416456
70.6333	0.362343	0.518361	0.0414863
66.6741	0.463377	0.610774	0.103022
64.7394	0.456298	0.502844	0.0410395
64.3908	0.327307	0.404838	0.0515401
63.2703	0.484963	0.394533	0.0513625
59.7889	0.446919	0.432733	0.0500494
59.2362	0.474166	0.4786	0.0581312
59.2361	0.465883	0.463641	0.0565344
59.2173	0.480339	0.470416	0.057217
59.2137	0.475277	0.470605	0.058262
59.2125	0.472488	0.471713	0.0582691
59.2105	0.475548	0.472935	0.0584038
59.2084	0.475857	0.472451	0.0578542
59.2084	0.475522	0.471963	0.0579026
59.2083	0.475604	0.472054	0.0578206
59.2083	0.475593	0.471943	0.0578055
59.2083	0.475516	0.471968	0.0578123
59.2083	0.475539	0.47194	0.05781
59.2083	0.475533	0.471969	0.0578121
59.2083	0.475528	0.471968	0.0578154
59.2083	0.475532	0.471937	0.0578104
59.2083	0.475527	0.47195	0.0578124
59.2083	0.475529	0.47195	0.0578118
59.2083	0.475624	0.471972	0.0578121
59.2083	0.475528	0.471956	0.0578116
59.2083	0.475527	0.471946	0.0578118
59.2083	0.475518	0.471946	0.0578119
5929.31	10	0.0001	10
329.744	0.000271778	0.000649621	0.00279212
295.867	0.34767	4.75144	0.000372662
259.102	0.197928	2.03253	0.000794974
231.684	3.30523	1.19578	0.0146104
188.116	0.128264	0.661125	0.000187011
168.574	5.0592	0.742971	0.17281
152.129	0.382714	2.77379	3.04779
124.514	0.325627	1.15779	0.609347
118.673	3.08338	1.88511	0.261172
111.751	3.89271	1.82468	0.32367
111.675	4.27775	1.83796	0.337383
107.914	1.12217	1.408	0.340211
103.324	0.689518	1.27888	0.338869
97.3201	0.629177	1.1753	0.252462
93.3151	0.981193	0.455709	0.0703
85.6032	0.899268	0.833398	0.138835
67.8037	0.433556	0.609771	0.103564
62.4029	0.409686	0.528	0.0709537
61.0209	0.581491	0.514968	0.0660269
61.014	0.522122	0.519929	0.0550057
59.8984	0.496098	0.51323	0.060316
59.4802	0.472228	0.497251	0.0618316
59.3966	0.458098	0.483438	0.0610387
59.3628	0.47461	0.489205	0.0589533
59.2203	0.479015	0.477952	0.0589546
59.2188	0.475743	0.476454	0.0580953
59.2176	0.479663	0.471487	0.0583818
59.2166	0.481867	0.472437	0.0579462
59.2121	0.474142	0.469375	0.0577675
59.2096	0.474189	0.470618	0.0578457
59.209	0.474185	0.471375	0.0579086
59.2088	0.476287	0.473088	0.0579261
59.2087	0.474452	0.471895	0.0577067
59.2085	0.475776	0.47184	0.0579166
59.2085	0.476116	0.471993	0.0577353
59.2084	0.47569	0.472396	0.0578879
59.2084	0.475931	0.472052	0.0578155
59.2083	0.475829	0.471929	0.0578042
59.2083	0.475523	0.471715	0.0577727
59.2083	0.475511	0.472115	0.057817
59.2083	0.475453	0.471954	0.0578277
59.2083	0.475463	0.471996	0.0578227
59.2083	0.475513	0.471946	0.0578113
59.2083	0.475526	0.471946	0.0578112
59.2083	0.475524	0.471946	0.0578107
59.2083	0.475526	0.471948	0.0578115
59.2083	0.475524	0.471947	0.0578113
59.2083	0.475526	0.471947	0.0578111
59.2083	0.475523	0.471945	0.0578107
59.2083	0.475526	0.471945	0.0578108
59.2083	0.475524	0.471945	0.0578107
59.2083	0.475525	0.471945	0.0578107
59.2083	0.475525	0.471944	0.0578108
5929.31	10	0.0001	10
337.019	0.00015435	0.0164747	9.21667
318.149	0.15617	9.25344	0.0802195
291.956	0.00409564	0.0108557	0.00438229
276.075	0.0862736	1.61348	0.00140008
238.327	6.28393	1.13112	0.00732712
148.854	3.93598	3.64167	1.29062
127.484	1.86709	2.61535	0.89059
121.523	2.38498	1.3655	0.306282
114.535	1.25703	2.14415	0.594216
105.487	1.22927	1.31207	0.254062
65.5227	0.573307	0.638795	0.0853731
60.3041	0.454641	0.50318	0.0710415
60.0452	0.497772	0.524743	0.0654869
59.871	0.498214	0.518968	0.0668286
59.5301	0.49401	0.48948	0.0654336
59.3665	0.463476	0.475837	0.0553702
59.3085	0.489581	0.484082	0.0618834
59.2596	0.480996	0.484493	0.0598854
59.2565	0.461015	0.464148	0.0573746
59.2337	0.481115	0.472964	0.0593205
59.2334	0.468965	0.471048	0.056451
59.2236	0.4814	0.469196	0.0572989
59.2095	0.473847	0.471441	0.0579981
59.2093	0.477545	0.473373	0.058098
59.2091	0.474555	0.47073	0.0574354
59.209	0.476432	0.473331	0.0580921
59.2086	0.475788	0.471517	0.057873
59.2085	0.475779	0.472573	0.0579781
59.2085	0.475535	0.472515	0.0579603
59.2085	0.475305	0.472453	0.0579271
59.2085	0.475565	0.472518	0.057917
59.2084	0.475545	0.472468	0.0579222
59.2084	0.475927	0.472458	0.0578745
59.2084	0.475992	0.471905	0.0577777
59.2083	0.475638	0.471842	0.0577776
59.2083	0.475436	0.472033	0.0578104
59.2083	0.475422	0.471963	0.0578119
59.2083	0.475443	0.471858	0.0577993
59.2083	0.475496	0.471921	0.0578227
59.2083	0.475477	0.471879	0.0578061
59.2083	0.475571	0.471963	0.0578095
59.2083	0.475537	0.471962	0.0578128
59.2083	0.475516	0.471946	0.0578123
59.2083	0.475523	0.471944	0.0578106
59.2083	0.475525	0.471945	0.0578107
59.2083	0.475527	0.471946	0.0578112
59.2083	0.475525	0.471946	0.0578114
59.2083	0.475526	0.471945	0.057811
59.2083	0.475527	0.471947	0.057811
59.2083	0.475525	0.471944	0.0578108
59.2083	0.475526	0.471944	0.0578112
5929.31	10	0.0001	10
327.624	0.000681473	0.0415466	0.0743211
228.4	0.0458358	0.0849936	0.000282608
158.206	2.70157	6.48286	0.955562
102.876	0.323557	0.383215	0.00151377
102.012	0.627201	0.973837	0.080151
101.323	0.980531	1.24392	0.200911
85.0689	0.622816	0.778735	0.0648843
70.6982	0.419302	0.544955	0.111227
61.8442	0.483055	0.555489	0.0814647
60.4241	0.502072	0.501175	0.0731125
60.0569	0.495412	0.524578	0.0651277
59.4952	0.488884	0.502164	0.0635485
59.432	0.499138	0.497774	0.0622939
59.3306	0.500059	0.486147	0.0605424
59.3293	0.491893	0.489169	0.0620435
59.3058	0.482172	0.485329	0.0621107
59.2738	0.484157	0.485922	0.0607153
59.2503	0.475417	0.481936	0.059947
59.235	0.487417	0.477465	0.058922
59.2347	0.481469	0.480473	0.0597566
59.2266	0.475275	0.470864	0.0563173
59.2212	0.477152	0.475334	0.0593281
59.2142	0.478332	0.469706	0.0572351
59.2088	0.475861	0.473105	0.0579888
59.2084	0.475178	0.47174	0.0577884
59.2083	0.475392	0.471935	0.0578436
59.2083	0.475545	0.471987	0.0578135
59.2083	0.475539	0.471948	0.0578095
59.2083	0.475524	0.471942	0.0578083
59.2083	0.47553	0.471948	0.0578119
59.2083	0.475506	0.471955	0.0578175
59.2083	0.475521	0.471947	0.0578141
59.2083	0.475522	0.471946	0.0578114
5929.31	10	0.0001	10
4339.6	4.436	0.00813007	0.022572
303.326	0.0268347	1.64303	8.39835
239.206	1.9179	0.28004	0.0106013
199.973	9.71801	2.24268	0.10885
123.013	1.96792	2.49013	0.372885
120.081	0.969175	1.96302	0.314829
116.56	3.20022	2.2433	0.353968
114.653	3.4378	2.27086	0.389563
89.7427	0.861107	0.762972	0.164874
73.9746	0.554649	0.650754	0.135863
61.4188	0.407064	0.408183	0.0416951
60.3759	0.403601	0.460142	0.0585584
60.2523	0.409902	0.428396	0.0501939
60.203	0.443076	0.470225	0.0493621
60.1932	0.428188	0.484958	0.0560353
59.7266	0.458962	0.460827	0.0496806
59.3471	0.500784	0.477832	0.0602176
59.2358	0.484979	0.472725	0.0588167
59.2241	0.481252	0.477875	0.0593526
59.2216	0.481127	0.477525	0.059167
59.2209	0.478683	0.467999	0.0569039
59.2201	0.467522	0.469687	0.0575883
59.2162	0.476929	0.469544	0.056756
59.211	0.474272	0.469266	0.0572198
59.2087	0.475613	0.471075	0.05767
59.2084	0.476182	0.472142	0.0578135
59.2083	0.47532	0.471912	0.0577909
59.2083	0.475368	0.47184	0.0577773
59.2083	0.475506	0.471871	0.0577902
59.2083	0.475466	0.471901	0.057798
59.2083	0.475605	0.471993	0.0578165
59.2083	0.475535	0.471948	0.0578066
59.2083	0.475549	0.471947	0.0578092
59.2083	0.475549	0.471949	0.05781
59.2083	0.475527	0.471943	0.0578079
59.2083	0.475528	0.471949	0.0578114
59.2083	0.475528	0.471944	0.0578106
59.2083	0.475527	0.471946	0.0578108
59.2083	0.475523	0.471944	0.0578105
59.2083	0.475546	0.471954	0.0578104
59.2083	0.475527	0.471947	0.0578112
59.2083	0.475516	0.471945	0.057811
5929.31	10	0.0001	10
239.671	2.10528	0.368395	0.000925993
233.471	0.026262	0.244324	0.00237002
109.603	0.957487	1.16934	0.125364
108.482	1.05826	0.859571	0.0706456
105.843	0.140627	0.2946	0.0485938
61.0829	0.511465	0.491575	0.0483817
60.6862	0.528953	0.442801	0.0500567
60.5444	0.483929	0.529058	0.0618294
60.295	0.452186	0.424274	0.0458735
59.9613	0.465728	0.433511	0.047888
59.9481	0.495395	0.442823	0.0556474
59.7497	0.435013	0.476723	0.062004
59.3218	0.493716	0.470711	0.0556331
59.2316	0.48369	0.471853	0.0586145
59.2205	0.479947	0.477711	0.0591027
59.2141	0.471603	0.470658	0.0581703
59.2136	0.478947	0.47443	0.0577195
59.2129	0.472099	0.470555	0.0580874
59.2097	0.477462	0.471676	0.0579422
59.2096	0.475226	0.470658	0.0578504
59.2085	0.475301	0.471424	0.0578279
59.2083	0.475777	0.471978	0.0578195
59.2083	0.475667	0.471924	0.0578119
59.2083	0.475561	0.47188	0.0578097
59.2083	0.475569	0.471943	0.0578124
59.2083	0.475557	0.471939	0.0578128
59.2083	0.475514	0.471969	0.0578136
59.2083	0.475543	0.471934	0.05781
59.2083	0.475521	0.471946	0.0578132
59.2083	0.475521	0.471936	0.0578093
59.2083	0.475533	0.471951	0.0578131
59.2083	0.475521	0.471942	0.0578093
59.2083	0.475483	0.471932	0.0578075
59.2083	0.475509	0.471947	0.0578099
59.2083	0.475526	0.471947	0.0578098
59.2083	0.475535	0.471946	0.0578106
5929.31	10	0.0001	10
5602.02	1.62869	0.000291053	0.000605376
248.979	0.135509	0.101749	0.000105943
246.414	0.0171236	0.0753735	0.122052
229.186	8.17469	0.335115	0.0262892
197.741	4.57496	0.79561	0.0299062
160.1	5.47343	2.17658	0.168008
112.438	0.218929	0.345209	0.0001
109.552	0.454112	0.346901	0.0001
107.305	0.257576	0.310186	0.0001
97.187	1.08472	0.511851	0.0818844
75.009	0.518155	0.771367	0.122315
70.6246	0.505513	0.680063	0.121626
63.2945	0.348832	0.397214	0.0510187
60.4972	0.560891	0.489707	0.0634725
59.9174	0.447114	0.445619	0.0598772
59.629	0.494579	0.481442	0.053436
59.4434	0.507896	0.471936	0.0586212
59.3855	0.459963	0.467242	0.0607771
59.3795	0.500027	0.471681	0.0556106
59.2452	0.476299	0.479419	0.0578403
59.2122	0.478023	0.475374	0.058391
59.2119	0.477979	0.47522	0.0582795
59.2092	0.473664	0.470725	0.0575393
59.2084	0.475612	0.472113	0.0577524
59.2084	0.475208	0.471746	0.057765
59.2083	0.475336	0.471719	0.0577575
59.2083	0.475613	0.472032	0.0578099
59.2083	0.4755	0.471909	0.0578154
59.2083	0.475511	0.471893	0.0578002
59.2083	0.475535	0.471951	0.0578104
59.2083	0.475531	0.471944	0.0578093
59.2083	0.475532	0.471942	0.0578101
59.2083	0.475528	0.471944	0.0578101
59.2083	0.475525	0.471943	0.0578103
59.2083	0.475526	0.471945	0.0578103
59.2083	0.475524	0.471945	0.0578104
59.2083	0.475545	0.471919	0.0578119
59.2083	0.475525	0.471944	0.0578104
59.2083	0.475522	0.471945	0.0578107
59.2083	0.475525	0.471945	0.0578105
59.2083	0.475525	0.471945	0.0578107
5929.31	10	0.0001	10
340.038	0.000495738	0.545941	0.0708086
298.281	0.00221992	0.00441982	9.32302
293.918	0.413145	4.81452	0.00290516
183.453	2.56041	1.34732	0.492825
169.067	8.19813	1.07553	0.0574755
137.12	6.32945	0.81728	0.101489
132.575	1.36317	4.9708	5.08367
127.242	1.0424	3.56309	1.87669
124.542	0.469092	1.42654	0.784843
124.252	0.823872	2.55333	0.710117
113.903	3.98136	2.27692	0.437096
110.304	1.50566	1.67196	0.360955
110.013	1.30754	1.80888	0.395609
109.339	1.06439	1.75359	0.395491
108.31	0.997788	1.63095	0.394884
108.165	0.975318	1.59525	0.395831
107.746	1.34959	1.3061	0.259979
103.894	1.16894	1.23427	0.244638
101.794	1.0532	1.26268	0.231465
99.2806	0.890523	1.25161	0.234161
99.1012	0.513477	0.903175	0.273491
85.9901	0.672322	0.843979	0.190736
76.2756	0.565579	0.802143	0.127551
67.4754	0.669282	0.605479	0.0957401
63.6863	0.52506	0.506011	0.0436705
63.6015	0.647431	0.530606	0.0629191
61.0164	0.535302	0.544774	0.0759505
60.144	0.464742	0.518358	0.0669278
59.6569	0.432673	0.442308	0.0527607
59.4122	0.450366	0.449683	0.0548334
59.3938	0.490656	0.470072	0.0608493
59.3138	0.451731	0.464862	0.0567663
